V-MAX,10月03日（土）,20,7,"[""2-1-4"",""2-1-6"",""2-3-4"",""2-3-6"",""2-4-1"",""2-4-3"",""2-4-6"",""4-2-3""]"
V-MAX,10月02日（金）,02,1,"[""1-3-4"",""1-3-5"",""1-3-6"",""3-1-4"",""3-1-5"",""3-1-6"",""3-4-6"",""3-5-6""]"
V-MAX,10月01日（木）,22,9,"[""1-2-3"",""1-3-2"",""1-3-5"",""1-3-6"",""2-1-3"",""3-1-2"",""3-1-5"",""3-1-6""]"
V-MAX,09月30日（水）,07,1,"[""1-4-2"",""1-4-3"",""1-4-5"",""4-1-5"",""4-1-6"",""4-5-1"",""4-5-2"",""4-5-6""]"
V-MAX,09月29日（火）,01,4,"[""1-4-2"",""1-4-5"",""1-4-6"",""4-1-5"",""4-1-6"",""4-5-1"",""4-5-2"",""4-5-6""]"
V-MAX,09月28日（月）,02,1,"[""1-2-3"",""1-3-2"",""1-3-5"",""1-3-6"",""1-5-3"",""1-5-6"",""5-1-3"",""5-1-6""]"
V-MAX,09月27日（日）,11,1,"[""1-2-3"",""1-2-4"",""1-2-6"",""1-3-2"",""1-3-4"",""1-3-6"",""1-4-2"",""1-4-3""]"
V-MAX,09月26日（土）,02,1,"[""1-2-3"",""1-2-4"",""1-3-2"",""1-3-4"",""1-3-6"",""1-4-2"",""1-4-3"",""1-4-6""]"
V-MAX,09月25日（金）,22,1,"[""1-3-4"",""1-4-2"",""1-4-3"",""1-4-5"",""1-4-6"",""1-6-2"",""1-6-3"",""1-6-4""]"
V-MAX,09月24日（木）,07,6,"[""1-4-5"",""1-5-2"",""1-5-4"",""2-1-4"",""2-1-5"",""4-5-2"",""5-2-4"",""5-4-2""]"
V-MAX,09月23日（水）,05,6,"[""1-2-6"",""1-3-6"",""1-6-2"",""1-6-3"",""6-1-2"",""6-1-3"",""6-3-1"",""6-3-4""]"
V-MAX,09月22日（火）,16,1,"[""1-2-3"",""1-2-4"",""1-3-2"",""1-3-4"",""1-3-6"",""1-5-2"",""1-5-3"",""1-5-6""]"
V-MAX,09月19日（土）,05,1,"[""1-2-4"",""1-3-2"",""1-3-4"",""1-3-6"",""1-4-2"",""1-4-3"",""1-4-5"",""1-4-6""]"
V-MAX,09月18日（金）,19,9,"[""1-2-3"",""1-3-2"",""1-3-4"",""1-3-6"",""1-6-2"",""1-6-3"",""3-1-4"",""3-1-6""]"
V-MAX,09月17日（木）,11,1,"[""1-2-3"",""1-2-5"",""1-2-6"",""1-3-2"",""1-3-5"",""1-3-6"",""3-1-5"",""3-1-6""]"
V-MAX,09月16日（水）,04,1,"[""1-2-3"",""1-3-2"",""1-3-4"",""1-3-6"",""1-4-3"",""3-1-4"",""3-1-6"",""3-4-6""]"
V-MAX,09月15日（火）,20,8,"[""1-3-4"",""1-3-6"",""1-4-2"",""1-4-4"",""3-1-2"",""3-1-4"",""3-1-6"",""3-4-1""]"
V-MAX,09月14日（月）,08,7,"[""1-6-2"",""1-6-3"",""1-6-4"",""3-6-2"",""3-6-4"",""6-1-3"",""6-3-2"",""6-3-4""]"
V-MAX,09月13日（日）,04,1,"[""1-2-3"",""1-2-4"",""1-2-5"",""1-3-2"",""1-3-5"",""1-3-6"",""1-5-2"",""1-5-3""]"
V-MAX,09月12日（土）,20,1,"[""1-3-2"",""1-3-4"",""1-3-6"",""1-5-2"",""1-5-3"",""1-5-6"",""3-1-5"",""3-1-6""]"
V-MAX,09月11日（金）,04,1,"[""1-2-3"",""1-2-4"",""1-2-6"",""1-3-2"",""1-3-4"",""1-3-6"",""3-1-4"",""3-1-6""]"
